# The 2MASS Redshift Survey
# Huchra et al., ApJS, in press
#
# http://tdc-www.harvard.edu/2mrs/
# catalog version 2.4, 2011 Dec 16
# maintained by Lucas Macri, lmacri@tamu.edu
#
# Galaxies within our survey boundaries without a measured redshift. Please observe them and let us know! Thanks!
#
#ID               RAdeg     DECdeg      l         b       k_c    h_c    j_c    k_tc   h_tc   j_tc  e_k   e_h   e_j   e_kt  e_ht  e_jt  e_bv r_iso r_ext  b/a  flgs  type  ts
16123697-3629426 243.15407 -36.49511 341.94116  10.71201 11.740 12.125 12.710 11.694 12.084 12.701 0.088 0.086 0.081 0.100 0.112 0.113 0.669 1.079 1.321 0.920 0222 98    NN
16434058+8908476 250.91492  89.14652 122.11488  27.57761 11.740 12.096 12.833 11.576 11.914 12.694 0.066 0.055 0.042 0.065 0.060 0.051 0.205 1.149 1.404 0.560 0000 98    NN
19155381-0616506 288.97433  -6.28067  30.08879  -8.28611 11.740 11.928 12.700 11.575 11.780 12.563 0.082 0.058 0.061 0.084 0.067 0.076 0.458 1.124 1.413 0.640 0333 98    NN
19520739+6055413 298.03088  60.92812  93.63621  16.58048 11.740 12.198 12.844 11.624 11.967 12.560 0.060 0.049 0.037 0.067 0.056 0.042 0.078 1.328 1.591 0.220 0000 98    NN
21185217+6347498 319.71735  63.79718 101.90966   9.98612 11.740 11.939 12.634 11.567 11.786 12.481 0.078 0.066 0.057 0.079 0.075 0.069 0.700 1.161 1.407 0.580 0111 98    NN
06073397-0541583  91.89154  -5.69938 213.05261 -12.34363 11.741 12.982 99.999 11.446 12.942 15.423 0.084 0.098 9.999 0.099 0.206 0.258 0.495 1.107 1.507 0.780 033n 98    NN
06483642-1433566 102.15179 -14.56568 225.64728  -7.19887 11.741 11.917 12.610 11.689 11.729 12.410 0.072 0.049 0.040 0.081 0.054 0.046 0.508 1.009 1.297 0.780 0000 98    NN
15230493-6343073 230.77052 -63.71873 318.79703  -5.62074 11.741 11.960 12.624 11.610 11.943 12.511 0.115 0.088 0.096 0.119 0.114 0.118 0.541 1.127 1.377 0.720 0333 98    NN
17173934-0325506 259.41385  -3.43070  18.57744  19.03754 11.741 11.901 12.718 11.638 11.691 12.452 0.079 0.052 0.055 0.084 0.056 0.063 0.897 1.176 1.415 0.300 0000 98    NN
03535276+6649192  58.46971  66.82211 139.52789  10.02882 11.742 11.931 12.583 11.656 11.669 12.451 0.056 0.043 0.043 0.063 0.046 0.054 0.971 1.033 1.312 0.560 0000 98    NN
07020005-6916162 105.50040 -69.27119 280.10037 -24.32748 11.742 12.013 12.745 11.248 11.650 12.402 0.070 0.041 0.033 0.081 0.059 0.052 0.136 1.033 1.511 0.820 0111 98    NN
18394940-2734371 279.95584 -27.57700   6.89427  -9.85354 11.742 11.917 12.572 11.566 11.715 12.415 0.118 0.095 0.094 0.115 0.099 0.108 0.318 1.199 1.431 0.700 0222 98    NN
03522890+4507359  58.12054  45.12661 153.24594  -6.82511 11.743 11.963 12.643 11.595 11.887 12.600 0.057 0.044 0.039 0.058 0.054 0.052 0.608 1.033 1.307 0.720 0000 98    NN
04243742+1812255  66.15590  18.20705 177.74622 -21.27338 11.743 12.015 12.725 11.530 11.824 12.671 0.088 0.064 0.056 0.086 0.071 0.075 0.509 1.279 1.521 0.600 0000 98    NN
11012774-4617052 165.36549 -46.28470 283.86011  12.47465 11.743 12.053 12.744 11.601 11.871 12.675 0.078 0.054 0.045 0.076 0.058 0.056 0.109 1.164 1.405 0.840 0033 98    NN
21014261-2807213 315.42758 -28.12259  17.65388 -39.60218 11.743 12.048 12.651 11.390 11.673 12.346 0.067 0.046 0.032 0.085 0.065 0.050 0.112 1.114 1.559 0.860 0111 98    NN
09270030-5918251 141.75143 -59.30693 279.38004  -6.13563 11.744 11.995 12.606 11.590 11.842 12.329 0.084 0.060 0.054 0.084 0.066 0.057 0.392 1.093 1.353 0.840 0333 98    NN
10064890-6200082 151.70363 -62.00228 284.86395  -5.05158 11.744 11.914 12.783 11.728 11.801 12.733 0.120 0.079 0.087 0.135 0.088 0.113 0.306 1.146 1.369 0.780 0122 98    NN
17083134-2523541 257.13065 -25.39832 358.37268   8.82627 11.744 12.052 12.657 11.645 11.699 12.321 0.088 0.076 0.078 0.095 0.074 0.081 0.582 1.029 1.308 0.780 0222 98    NN
02154551+7042002  33.93972  70.70010 129.84415   8.96863 11.745 11.873 12.464 11.260 11.360 12.101 0.117 0.086 0.072 0.100 0.079 0.080 0.916 1.215 1.498 0.560 0000 98    NN
03140395+1020388  48.51657  10.34405 170.49706 -39.01354 11.745 11.929 12.717 11.513 11.527 12.540 0.056 0.048 0.039 0.065 0.052 0.057 0.502 1.064 1.451 0.620 0000 98    NN
04390885+2330533  69.78699  23.51486 175.73105 -15.27202 11.745 11.927 12.600 11.621 11.680 12.501 0.058 0.037 0.033 0.060 0.038 0.042 0.747 1.009 1.271 0.580 0000 98    NN
05531224+0648529  88.30097   6.81473 200.07133  -9.67311 11.745 12.162 12.782 11.598 12.111 12.610 0.084 0.065 0.054 0.085 0.080 0.064 0.366 1.382 1.584 0.220 0000 98    NN
06192688+2959531  94.86208  29.99812 182.69383   6.93510 11.745 12.022 12.735 11.629 11.805 12.586 0.050 0.049 0.051 0.053 0.058 0.063 0.441 1.021 1.304 0.720 0000 98    NN
13240355-4636044 201.01477 -46.60126 308.74844  15.90175 11.745 12.098 12.769 11.486 11.920 12.443 0.079 0.049 0.042 0.087 0.066 0.052 0.106 1.111 1.490 0.660 0333 98    NN
15325603-4745479 233.23340 -47.76361 328.94003   6.78598 11.745 11.827 12.531 11.656 11.722 12.467 0.088 0.065 0.059 0.091 0.071 0.072 0.457 1.021 1.249 0.860 0222 98    NN
18302138+0629255 277.58902   6.49045  36.34365   7.62989 11.745 12.264 12.793 11.520 12.204 12.396 0.086 0.085 0.071 0.092 0.123 0.077 0.414 1.137 1.469 0.760 0444 98    NN
05310774+2434471  82.78233  24.57980 181.96449  -5.05787 11.746 11.927 12.534 11.367 11.300 12.043 0.076 0.063 0.051 0.086 0.070 0.062 0.981 1.228 1.610 0.400 0244 98    NN
06061262+0958190  91.55264   9.97195 198.85538  -5.33022 11.746 12.048 12.792 11.566 11.870 12.656 0.088 0.065 0.060 0.088 0.073 0.076 0.491 1.137 1.395 0.840 0333 98    NN
08374882-5726066 129.45335 -57.43520 273.69626  -9.77893 11.746 12.112 12.754 11.227 11.774 12.610 0.114 0.090 0.069 0.116 0.122 0.117 0.199 1.236 1.614 0.760 0333 98    NN
09171847-5701262 139.32715 -57.02398 276.84821  -5.42862 11.746 12.031 12.775 11.539 11.929 12.671 0.079 0.064 0.066 0.086 0.086 0.095 0.546 1.057 1.408 0.700 0333 98    NN
12495601-2419143 192.48346 -24.32061 302.49374  38.54983 11.746 12.045 12.754 11.691 11.739 12.511 0.057 0.037 0.027 0.060 0.035 0.038 0.107 1.041 1.316 0.740 0000 98    NN
15211640-4959379 230.31833 -49.99389 326.08295   6.02095 11.746 12.017 12.673 11.607 11.533 12.460 0.092 0.078 0.079 0.095 0.066 0.090 0.550 1.107 1.366 0.860 0222 98    NN
00292812-8901587   7.36343 -89.03297 303.03693 -28.09076 11.747 12.092 12.743 11.484 11.870 12.537 0.080 0.058 0.043 0.083 0.070 0.054 0.132 1.210 1.542 0.560 0000 98    NN
11571673-5639046 179.31966 -56.65121 295.50357   5.43740 11.747 12.091 12.886 11.547 11.801 12.794 0.106 0.080 0.087 0.109 0.085 0.120 0.458 1.124 1.414 0.700 0333 98    NN
12584347-5648545 194.68115 -56.81516 303.93445   6.04242 11.747 12.073 12.522 11.189 11.670 12.212 0.139 0.130 0.096 0.110 0.135 0.111 0.514 1.204 1.488 0.720 0111 98    NN
13031040-7038212 195.79318 -70.63913 303.91318  -7.78972 11.747 12.189 12.783 11.355 12.185 12.745 0.126 0.109 0.093 0.149 0.213 0.182 0.332 1.210 1.612 0.740 0333 98    NN
14432341-5219120 220.84750 -52.31994 319.72537   6.86332 11.747 12.098 12.816 11.675 12.040 12.762 0.068 0.059 0.063 0.074 0.076 0.085 0.651 0.964 1.241 0.900 0003 98    NN
20404826+3009556 310.20105  30.16550  72.21824  -7.13897 11.747 12.021 12.723 11.621 11.938 12.526 0.077 0.063 0.057 0.079 0.076 0.065 0.478 1.076 1.324 0.660 0333 98    NN
04093802+2954162  62.40846  29.90454 166.22525 -15.85523 11.748 12.019 12.615 11.596 11.919 12.338 0.055 0.055 0.041 0.058 0.067 0.046 0.648 1.041 1.317 0.840 0311 98    NN
10044607-4909259 151.19209 -49.15712 277.04865   5.15439 11.748 11.971 12.735 11.632 11.732 12.608 0.084 0.059 0.057 0.087 0.060 0.069 0.495 1.064 1.307 0.740 0333 98    NN
10362630-6649457 159.10976 -66.82934 290.19861  -7.35597 11.748 12.031 12.725 11.277 11.724 12.248 0.106 0.070 0.069 0.140 0.120 0.106 0.368 1.146 1.600 0.680 0444 98    NN
15323852-4907104 233.16058 -49.11954 328.10992   5.70895 11.748 12.143 12.869 11.319 12.142 12.701 0.111 0.108 0.114 0.130 0.207 0.200 0.533 1.265 1.675 0.640 0244 98    NN
16541850-8144507 253.57710 -81.74751 310.74170 -22.87858 11.748 12.157 12.910 11.578 11.992 12.755 0.091 0.064 0.057 0.086 0.069 0.069 0.144 1.358 1.558 0.280 0331 98    NN
17475419-0553425 266.97577  -5.89513  20.23548  11.27146 11.748 11.981 12.597 11.620 11.820 12.355 0.093 0.067 0.067 0.097 0.077 0.075 0.833 1.176 1.412 0.700 0000 98    NN
18540053+1247545 283.50223  12.79847  44.64359   5.23709 11.748 11.908 12.527 11.501 11.808 12.349 0.094 0.068 0.074 0.102 0.094 0.099 0.717 1.104 1.460 0.700 0242 98    NN
04305047+2326182  67.71033  23.43840 174.51958 -16.78139 11.749 11.931 12.587 11.606 11.581 12.296 0.063 0.046 0.043 0.071 0.048 0.051 0.996 1.049 1.361 0.580 0003 98    NN
07155987-2541120 108.99947 -25.68670 238.55388  -6.42262 11.749 12.013 12.742 11.358 11.843 12.248 0.079 0.042 0.044 0.107 0.077 0.065 0.326 1.107 1.584 0.120 0000 98    NN
08223915-5110572 125.66316 -51.18256 267.23376  -7.99331 11.749 12.022 12.764 11.434 11.861 12.567 0.092 0.059 0.067 0.103 0.086 0.099 0.674 1.161 1.535 0.440 0333 98    NN
21484398+4708159 327.18320  47.13775  93.68503  -5.09274 11.749 12.013 12.718 11.505 11.784 12.433 0.093 0.065 0.065 0.103 0.082 0.083 0.540 1.068 1.419 0.860 0242 98    NN
02144181+2809261  33.67417  28.15719 144.42162 -31.21666 11.750 12.064 12.746 11.493 11.810 12.452 0.063 0.043 0.031 0.070 0.054 0.039 0.077 1.140 1.524 0.580 0111 98    NN
02231510+4243532  35.81302  42.73152 140.36348 -17.01101 11.750 12.135 12.873 11.527 11.721 12.703 0.069 0.063 0.045 0.071 0.062 0.058 0.069 1.130 1.453 0.740 0313 98    NN
02244256+4757511  36.17735  47.96416 138.65620 -12.03943 11.750 11.966 12.669 11.392 11.690 12.355 0.083 0.063 0.047 0.088 0.079 0.060 0.225 1.225 1.584 0.720 0333 98    NN
03111197+3541226  47.79994  35.68960 152.41301 -19.05804 11.750 12.066 12.714 11.580 11.817 12.380 0.056 0.054 0.037 0.056 0.056 0.037 0.217 1.117 1.367 0.640 0000 98    NN
03283850+4717140  52.16050  47.28728 148.61836  -7.59197 11.750 12.153 12.880 11.501 11.886 12.623 0.074 0.065 0.060 0.079 0.079 0.077 0.508 1.121 1.459 0.800 0333 98    NN
04283901-5144517  67.16251 -51.74767 259.66476 -42.81210 11.750 12.224 12.943 11.477 11.930 12.802 0.102 0.079 0.066 0.102 0.089 0.089 0.011 1.193 1.492 0.840 0333 98    NN
06313391-4604533  97.89127 -46.08146 254.53967 -22.45262 11.750 12.115 12.858 11.685 11.998 12.676 0.084 0.058 0.049 0.087 0.064 0.054 0.051 1.137 1.341 0.640 0333 98    NN
07304886+1851099 112.70371  18.85275 200.01689  16.93847 11.750 12.051 12.779 11.501 11.951 12.631 0.053 0.046 0.033 0.063 0.069 0.050 0.054 1.093 1.501 0.800 0000 98    NN
07525093+0859201 118.21223   8.98888 211.74048  17.69711 11.750 12.088 12.693 11.554 11.620 12.380 0.052 0.044 0.029 0.055 0.041 0.034 0.020 1.072 1.404 0.620 0000 98    NN
11183664-5023338 169.65277 -50.39280 288.16229   9.79790 11.750 12.103 12.911 11.432 11.913 12.789 0.080 0.055 0.053 0.096 0.084 0.091 0.187 1.137 1.548 0.580 0333 98    NN
19450317+0427368 296.26328   4.46024  43.13744  -9.80077 11.750 12.000 12.707 11.613 11.720 12.444 0.072 0.053 0.045 0.074 0.052 0.048 0.225 1.021 1.298 0.960 0333 98    NN
00294581+3729300   7.44081  37.49161 118.18269 -25.18007 11.751 12.041 12.729 11.635 11.871 12.555 0.046 0.038 0.031 0.048 0.042 0.036 0.059 0.978 1.275 0.700 0333 98    NN
02233749+4303307  35.90624  43.05847 140.30585 -16.68159 11.751 12.096 12.699 11.641 11.938 12.567 0.061 0.053 0.035 0.061 0.061 0.040 0.084 1.204 1.433 0.360 0000 98    NN
02421257+3543570  40.55228  35.73254 146.92708 -21.92529 11.751 12.075 12.754 11.552 11.785 12.496 0.065 0.053 0.037 0.065 0.054 0.041 0.061 1.137 1.423 0.980 0333 98    NN
04241882+3633530  66.07850  36.56470 163.57210  -8.99580 11.751 12.026 12.696 11.387 11.642 12.288 0.100 0.092 0.080 0.099 0.103 0.093 0.924 1.190 1.480 0.600 0000 98    NN
08503721-2455302 132.65512 -24.92502 249.34793  12.05706 11.751 12.117 12.849 11.567 11.959 12.740 0.079 0.054 0.050 0.078 0.061 0.062 0.153 1.167 1.423 0.640 0000 98    NN
15161963-2032089 229.08174 -20.53583 343.05176  30.82381 11.751 12.081 12.654 11.585 11.741 12.332 0.056 0.039 0.030 0.056 0.037 0.031 0.136 1.114 1.381 0.920 0333 98    NN
16551235+5322307 253.80147  53.37524  81.07823  38.59652 11.751 11.982 12.718 11.527 11.738 12.519 0.068 0.044 0.033 0.068 0.047 0.037 0.078 1.283 1.547 0.420 0000 98    NN
17205608-0103093 260.23370  -1.05261  21.19480  19.50901 11.751 11.997 12.700 11.609 11.816 12.377 0.076 0.050 0.044 0.080 0.056 0.058 0.436 1.021 1.301 0.860 0333 98    NN
17494988+6012042 267.45789  60.20109  88.99969  30.87437 11.751 12.133 12.912 11.695 11.992 12.836 0.064 0.043 0.038 0.066 0.052 0.048 0.038 1.322 1.530 0.280 0000 98    NN
18512116+2629501 282.83817  26.49732  56.84962  11.75568 11.751 11.927 12.543 11.520 11.847 12.295 0.069 0.051 0.038 0.067 0.062 0.042 0.224 1.265 1.540 0.380 0333 98    NN
19161891-3659336 289.07886 -36.99263   0.93671 -20.57170 11.751 12.028 12.757 11.594 11.685 12.490 0.086 0.075 0.068 0.087 0.071 0.075 0.534 1.155 1.399 0.600 0000 98    NN
22340262+3349070 338.51093  33.81857  92.81506 -20.89655 11.751 11.968 12.623 11.462 11.650 12.404 0.061 0.046 0.029 0.069 0.055 0.041 0.085 1.117 1.511 0.800 0000 98    NN
00502190-7918364  12.59130 -79.31013 302.99490 -37.81796 11.752 12.073 12.847 11.537 11.973 12.659 0.085 0.062 0.048 0.081 0.074 0.059 0.072 1.338 1.594 0.320 0000 98    NN
01532810+2029348  28.36711  20.49294 142.03412 -40.06667 11.752 12.160 13.019 11.666 12.096 12.915 0.056 0.036 0.033 0.057 0.044 0.040 0.080 1.364 1.565 0.200 0333 98    NN
04040597+1317031  61.02485  13.28418 178.31804 -28.22569 11.752 12.076 12.828 11.670 11.804 12.341 0.069 0.046 0.039 0.077 0.050 0.038 0.330 1.064 1.370 0.560 0000 98    NN
04092011+2910543  62.33379  29.18178 166.70741 -16.41386 11.752 11.953 12.566 11.350 11.585 12.258 0.058 0.052 0.038 0.079 0.081 0.066 0.635 1.064 1.540 0.740 0333 98    NN
04315684+3456177  67.98686  34.93825 165.84567  -8.97496 11.752 12.096 12.982 11.639 11.788 12.715 0.058 0.040 0.041 0.061 0.041 0.047 0.486 1.037 1.313 0.720 0000 98    NN
04321143+3204176  68.04757  32.07153 168.03836 -10.86067 11.752 12.004 12.718 11.483 11.715 12.389 0.056 0.035 0.031 0.065 0.045 0.041 0.407 1.086 1.495 0.660 0000 98    NN
05400886+1643576  85.03693  16.73269 189.77803  -7.44548 11.752 12.009 12.703 11.573 11.744 12.560 0.095 0.058 0.056 0.092 0.062 0.065 0.434 1.348 1.551 0.420 0313 98    NN
05574608+5414285  89.44203  54.24136 158.87358  14.43869 11.752 12.006 12.747 11.538 11.782 12.529 0.054 0.038 0.031 0.061 0.047 0.042 0.213 1.104 1.484 0.540 0000 98    NN
13203606-4102427 200.15025 -41.04516 308.83594  21.49203 11.752 12.175 12.853 11.232 11.967 12.354 0.101 0.066 0.060 0.078 0.077 0.056 0.134 1.220 1.504 0.940 0111 98    NN
15511562+6709053 237.81523  67.15146 101.38606  41.66368 11.752 12.023 12.672 11.487 11.933 12.359 0.072 0.043 0.035 0.080 0.062 0.044 0.043 1.086 1.464 0.920 0333 98    NN
16565899-0910555 254.24571  -9.18212  10.50939  20.36471 11.752 12.124 12.897 11.455 11.998 12.877 0.081 0.052 0.061 0.089 0.077 0.107 0.545 1.167 1.534 0.740 0000 98    NN
18430724-2158506 280.78012 -21.98069  12.32452  -8.08985 11.752 12.021 12.702 11.603 11.716 12.565 0.092 0.083 0.086 0.096 0.084 0.107 0.408 0.987 1.285 0.860 0333 98    NN
19274874+3725333 291.95303  37.42592  70.26604   9.52142 11.752 12.109 12.825 11.620 12.019 12.671 0.077 0.046 0.044 0.079 0.055 0.053 0.207 1.076 1.343 0.820 0000 98    NN
19560973+7137544 299.04037  71.63177 104.04675  20.76891 11.752 12.072 12.775 11.599 11.995 12.522 0.082 0.058 0.047 0.083 0.072 0.051 0.245 1.111 1.365 0.680 0000 98    NN
22291992+4207079 337.33298  42.11886  96.63332 -13.38223 11.752 12.122 12.795 11.644 12.011 12.655 0.058 0.040 0.031 0.060 0.046 0.037 0.150 1.045 1.323 0.720 0000 98    NN
22362167+3816428 339.09030  38.27858  95.72797 -17.35533 11.752 12.256 12.961 11.627 12.097 12.826 0.066 0.048 0.041 0.067 0.056 0.054 0.144 1.286 1.500 0.240 0000 98    NN
22393210+3651136 339.88379  36.85378  95.52289 -18.90052 11.752 12.085 12.786 11.324 11.961 12.595 0.073 0.046 0.039 0.102 0.096 0.079 0.163 1.100 1.579 0.820 0000 98    NN
00051594+4151166   1.31642  41.85465 113.79406 -20.19628 11.753 12.075 12.882 11.656 11.969 12.778 0.051 0.042 0.035 0.052 0.047 0.042 0.075 1.210 1.445 0.420 0333 98    NN
00580323+4614433  14.51353  46.24533 124.12554 -16.61096 11.753 12.072 12.786 11.618 11.940 12.639 0.072 0.060 0.046 0.071 0.067 0.062 0.101 1.316 1.523 0.460 0000 98    NN
01004332+4316240  15.18058  43.27340 124.72524 -19.56590 11.753 12.059 12.822 11.495 11.707 12.535 0.062 0.048 0.039 0.069 0.054 0.050 0.104 1.100 1.467 0.780 0333 98    NN
01360626-6822338  24.02615 -68.37606 296.78348 -48.21543 11.753 12.266 12.951 11.552 12.174 12.786 0.082 0.056 0.043 0.080 0.070 0.054 0.024 1.199 1.478 0.540 0000 98    NN
01575505+4209229  29.47943  42.15631 135.89357 -19.03600 11.753 12.128 12.785 11.501 11.908 12.488 0.071 0.059 0.040 0.078 0.075 0.051 0.071 1.104 1.461 0.820 0000 98    NN
02020566+8115453  30.52384  81.26257 125.72250  18.77629 11.753 12.014 12.715 11.201 11.585 12.203 0.092 0.064 0.050 0.121 0.105 0.080 0.280 1.130 1.607 0.920 0333 98    NN
02042340+1049265  31.09758  10.82405 150.35265 -48.12549 11.753 12.136 12.828 11.607 11.964 12.691 0.067 0.045 0.034 0.067 0.049 0.040 0.072 1.121 1.375 0.740 0000 98    NN
02381758+4028161  39.57323  40.47111 144.00443 -17.98776 11.753 12.149 12.881 11.661 12.105 12.813 0.076 0.052 0.043 0.077 0.063 0.054 0.063 1.312 1.521 0.280 0000 98    NN
04564083+0529088  74.17004   5.48583 193.79668 -22.43900 11.753 12.108 12.807 11.685 12.044 12.783 0.058 0.042 0.034 0.060 0.047 0.052 0.077 0.987 1.221 0.760 0333 98    NN
05571029+3810327  89.29284  38.17581 173.24400   6.76034 11.753 12.019 12.704 11.706 11.938 12.586 0.065 0.047 0.043 0.071 0.055 0.052 0.534 1.053 1.284 0.620 0333 98    NN
07543402+2003426 118.64178  20.06184 201.13416  22.56882 11.753 12.142 12.793 11.570 11.765 12.446 0.072 0.060 0.043 0.084 0.068 0.051 0.056 1.179 1.526 0.420 0000 98    NN
10435378-8044231 160.97412 -80.73972 297.76871 -19.17378 11.753 12.050 12.723 11.639 11.906 12.510 0.070 0.041 0.037 0.071 0.045 0.040 0.104 1.037 1.297 0.880 0000 98    NN
16493005+0944265 252.37512   9.74066  27.72414  31.47548 11.753 12.050 12.789 11.353 11.705 12.435 0.078 0.052 0.044 0.106 0.082 0.073 0.071 1.111 1.589 0.780 0333 98    NN
17104697+4918372 257.69574  49.31037  75.83630  36.33275 11.753 11.673 12.723 11.753 11.673 12.723 1.211 0.630 0.676 0.713 9.999 9.999 0.013 2.079 2.208 1.000 0222 98    NN
17285969+1939305 262.24872  19.65859  42.47890  26.64315 11.753 12.096 12.798 11.655 11.967 12.649 0.062 0.051 0.040 0.064 0.057 0.047 0.064 1.140 1.389 0.620 0333 98    NN
17370514+1833437 264.27145  18.56211  42.13144  24.46215 11.753 12.177 12.903 11.695 12.108 12.748 0.045 0.040 0.031 0.047 0.046 0.035 0.060 1.134 1.383 0.440 0000 98    NN
18193019+1352090 274.87579  13.86909  41.90695  13.25653 11.753 12.134 12.976 11.685 12.037 12.862 0.049 0.036 0.036 0.052 0.041 0.044 0.166 1.143 1.390 0.460 0000 98    NN
19484929+7132253 297.20517  71.54037 103.71301  21.26622 11.753 11.988 12.751 11.675 11.669 12.222 0.066 0.051 0.039 0.106 0.071 0.049 0.227 1.000 1.464 0.800 0333 98    NN
21531982+4749377 328.33249  47.82720  94.72678  -5.05053 11.753 12.039 12.763 11.612 11.816 12.609 0.082 0.061 0.058 0.082 0.064 0.069 0.382 1.061 1.307 0.960 0222 98    NN
22342224+4132129 338.59271  41.53696  97.14224 -14.36996 11.753 12.063 12.858 11.656 11.908 12.703 0.059 0.039 0.036 0.060 0.045 0.041 0.158 1.228 1.455 0.300 0000 98    NN
01112845+4649031  17.86859  46.81750 126.49416 -15.91550 11.754 12.009 12.770 11.643 11.861 12.622 0.057 0.038 0.034 0.057 0.041 0.040 0.105 1.230 1.455 0.380 0111 98    NN
02250957+4246335  36.28997  42.77593 140.68709 -16.84138 11.754 12.018 12.664 11.604 11.826 12.451 0.054 0.033 0.030 0.053 0.039 0.033 0.069 1.223 1.451 0.580 0003 98    NN
03355726+4221249  53.98868  42.35700 152.59494 -10.84503 11.754 12.161 12.857 11.709 12.060 12.741 0.048 0.040 0.035 0.051 0.046 0.042 0.242 0.954 1.233 0.800 0000 98    NN
03432662+1221331  55.86093  12.35923 175.16005 -32.56097 11.754 11.962 12.591 11.298 11.836 12.476 0.097 0.048 0.047 0.126 0.093 0.098 0.535 1.164 1.612 0.780 0344 98    NN
03550416+4337177  58.76746  43.62165 154.57602  -7.68410 11.754 12.012 12.759 11.684 11.880 12.569 0.046 0.039 0.032 0.050 0.047 0.038 0.439 1.057 1.332 0.560 0033 98    NN
04174066+2911207  64.41949  29.18920 168.02718 -15.10904 11.754 11.986 12.817 11.592 11.888 12.657 0.064 0.062 0.056 0.065 0.076 0.071 0.960 1.281 1.506 0.240 0000 98    NN
04401510-4521370  70.06305 -45.36022 250.82660 -41.54231 11.754 12.043 12.736 11.416 11.691 12.517 0.072 0.049 0.042 0.082 0.061 0.081 0.013 1.158 1.559 0.840 0000 98    NN
05043462+6834556  76.14434  68.58212 142.78520  16.16436 11.754 12.128 12.815 11.634 11.975 12.553 0.066 0.055 0.044 0.069 0.062 0.047 0.176 1.013 1.274 0.920 0000 98    NN
05380971+0507509  84.54046   5.13076 199.69942 -13.75851 11.754 12.074 12.622 11.459 11.715 12.408 0.102 0.082 0.069 0.110 0.095 0.095 0.723 1.100 1.446 0.840 0111 98    NN
06255191+5334574  96.46637  53.58262 161.25829  17.94515 11.754 12.046 12.882 11.639 11.974 12.788 0.062 0.049 0.042 0.067 0.058 0.051 0.109 1.338 1.543 0.240 0000 98    NN
06284442-3627233  97.18517 -36.45645 244.54179 -19.98211 11.754 12.126 12.736 11.563 12.103 12.563 0.083 0.056 0.041 0.084 0.076 0.049 0.081 1.111 1.408 0.980 0000 98    NN
06352757+8134183  98.86510  81.57174 132.31297  26.22995 11.754 12.097 12.847 11.660 11.960 12.775 0.062 0.053 0.040 0.065 0.060 0.051 0.078 1.097 1.355 0.960 0000 98    NN
14395187-5318135 219.96600 -53.30376 318.82703   6.18865 11.754 12.039 12.688 11.426 11.724 12.502 0.096 0.089 0.085 0.108 0.114 0.130 0.724 1.193 1.571 0.520 0222 98    NN
16073711-3923079 241.90459 -39.38548 339.19382   9.29605 11.754 11.859 12.570 11.267 11.586 12.265 0.126 0.078 0.087 0.107 0.087 0.101 0.768 1.267 1.550 0.720 0222 98    NN
